id,desc_tr
B1801,Lamba Dönüş Sinyali Ön Çıkış Devresi Şasiye Kısa Devre
B1802,Lamba Dönüş Sinyali Arka Çıkış Devresi Arızası
B1803,Lamba Dönüş Sinyali Arka Çıkış Devresi Açık
B1804,Lamba Dönüş Sinyali Arka Çıkış Devresi Aküye Kısa Devre
B1805,Lamba Dönüş Sinyali Arka Çıkış Devresi Şasiye Kısa Devre
B1806,Lamba Kuyruk Çıkış Devresi Arızası
B1807,Lamba Kuyruk Çıkış Devresi Açık
B1808,Lamba Kuyruk Çıkış Devresi Aküye Kısa Devre
B1809,Lamba Kuyruk Çıkış Devresi Şasiye Kısa Devre
B1810,Lamba Yedekleme Anahtarı Giriş Devresi Arızası
B1811,Lamba Yedekleme Anahtarı Giriş Devresi Açık
B1812,Lamba Yedekleme Anahtarı Giriş Devresi Aküye Kısa Devre
B1813,Lamba Yedekleme Anahtarı Giriş Devresi Şasiye Kısa Devre
B1814,Silecek Arka Motor Aşağı Rölesi Bobini Devre Arızası
B1815,Silecek Arka Motor Aşağı Röle Bobini Devresi Açık
B1816,Silecek Arka Motor Aşağı Röle Bobini Devresi Aküye Kısa Devre
B1817,Silecek Arka Motor Aşağı Röle Bobini Devresi Şasiye Kısa Devre
B1818,Silecek Arka Motor Yukarı Röle Bobini Devre Arızası
B1819,Silecek Arka Motor Yukarı Röle Bobini Devresi Açık
B1820,Silecek Arka Motor Yukarı Röle Bobini Devresi Aküye Kısa Devre
B1821,Silecek Arka Motor Yukarı Röle Bobini Devresi Şasiye Kısa Devre
B1822,Silecek Arka Park Algılama Giriş Devresi Arızası
B1823,Silecek Arka Park Algılama Giriş Devresi Açık
B1824,Silecek Arka Park Algılama Giriş Devresi Aküye Kısa Devre
B1825,Silecek Arka Park Algılama Giriş Devresi Şasiye Kısa Devre
B1826,Silecek Arka Üst Limit Giriş Devresi Arızası
B1827,Silecek Arka Üst Limit Giriş Devresi Açık
B1828,Silecek Arka Yüksek Limit Giriş Devresi Aküye Kısa Devre
B1829,Silecek Arka Yüksek Limit Giriş Devresi Şasiye Kısa Devre
B1830,Kapı Kilidini Devre Dışı Bırakma Anahtarı Devre Arızası
B1831,Kapı Kilidini Devre Dışı Bırakma Anahtarı Devresi Açık
B1832,Kapı Kilidini Devre Dışı Bırakma Anahtarı Devresi Aküye Kısa Devre
B1833,Kapı Kilidini Devre Dışı Bırakma Anahtarı Devresi Şasiye Kısa Devre
B1834,Kapı Kilidini Devre Dışı Bırakma Çıkış Devresi Arızası
B1835,Kapı Kilidini Devre Dışı Bırakma Çıkış Devresi Açık
B1836,Kapı Kilidini Devre Dışı Bırakma Çıkış Devresi Aküye Kısa Devre
B1837,Kapı Kilidini Devre Dışı Bırakma Çıkış Devresi Şasiye Kısa Devre
B1838,Akü Tasarrufu Güç Rölesi Devre Arızası
B1839,Silecek Arka Motor Devre Arızası
B1840,Silecek Ön Güç Devresi Arızası
B1841,Silecek Ön Güç Devresi Açık
B1842,Silecek Ön Güç Devresi Aküye Kısa Devre
B1843,Silecek Ön Güç Devresi Şasiye Kısa Devre
B1844,Telefon Ahizesi Devre Arızası
B1845,Ateşleme Sabotaj Devresi Arızası
B1846,Ateşleme Sabotaj Devresi Açık
B1847,Ateşleme Sabotaj Devresi Aküye Kısa Devre
B1848,Ateşleme Sabotaj Devresi Şasiye Kısa Devre
B1849,İklim Kontrol Sıcaklık Diferansiyel Devre Arızası
B1850,İklim Kontrolü Sıcaklık Farkı Devresi Açık
B1851,İklim Kontrolü Sıcaklık Diferansiyel Devresi Aküye Kısa Devre
B1852,İklim Kontrolü Sıcaklık Diferansiyel Devresi Şasiye Kısa Devre
B1853,İklim Kontrolü Hava Sıcaklığı Dahili Sensör Motor Devresi Arızası
B1854,İklim Kontrolü Hava Sıcaklığı Dahili Sensör Motor Devresi Açık
B1855,İklim Kontrolü Hava Sıcaklığı Dahili Sensör Motor Devresi Aküye Kısa Devre
B1856,İklim Kontrolü Hava Sıcaklığı Dahili Sensör Motor Devresi Şasiye Kısa Devre
B1857,Klima Kontrolü Açma/Kapama Anahtarı Devre Arızası
B1858,İklim Kontrolü Klima Basınç Anahtarı Devre Arızası
B1859,İklim Kontrolü Klima Basınç Anahtarı Devresi Açık
B1860,İklim Kontrolü Klima Basınç Anahtarı Devresi Aküye Kısa Devre
B1861,İklim Kontrolü Klima Basınç Anahtarı Devresi Şasiye Kısa Devre
B1862,İklim Kontrolü Klima Kilit Sensörü Arızası
B1863,Şasi ECU Devresi Açık
B1864,Akü Güç Kaynağı ECU Devre Arızası
B1865,Akü Güç Kaynağı ECU Devresi Açık
B1866,Akü Güç Kaynağı ECU Devresi Aküye Kısa Devre
B1867,Akü Güç Kaynağı ECU Devresi Şasiye Kısa Devre
B1868,Lamba Hava Yastığı Uyarı Göstergesi Devre Arızası
B1869,Lamba Hava Yastığı Uyarı Göstergesi Devresi Açık
B1870,Lamba Hava Yastığı Uyarı Göstergesi Devresi Aküye Kısa Devre
B1871,Yolcu Hava Yastığı Devre Dışı Modülü Arızası
B1872,Dönüş Sinyali / Tehlike Gücü Besleme Devresi Aküye Kısa Devre
B1873,Dönüş Sinyali / Tehlike Gücü Besleme Devresi Şasiye Kısa Devre
B1874,Cep Telefonu Ahizesi Mevcut Değil
B1875,Dönüş Sinyali / Tehlike Anahtarı Sinyal Devresi Arızası
B1876,Emniyet Kemeri Sürücüsü Ön Gericisi Devre Arızası
B1877,Emniyet Kemeri Tahrik Sistemi Ön Gericisi Devresi Açık
B1878,Emniyet Kemeri Tahrik Sistemi Ön Gericisi Devresi Aküye Kısa Devre
B1879,Emniyet Kemeri Tahrik Sistemi Ön Gericisi Devresi Şasiye Kısa Devre
B1880,Emniyet Kemeri Yolcu Ön Gericisi Devre Arızası
B1881,Yolcu Emniyet Kemeri Ön Gericisi Devresi Açık
B1882,Yolcu Emniyet Kemeri Ön Gericisi Devresi Aküye Kısa Devre
B1883,Yolcu Emniyet Kemeri Ön Gericisi Devresi Şasiye Kısa Devre
B1884,PAD Uyarı Lambası Çalışmıyor
B1885,Emniyet Kemeri Tahrik Sistemi Ön Gericisi Devre Direnci Şöminede Düşük
B1886,Emniyet Kemeri Yolcu Ön Gericisi Devre Direnci Şöminede Düşük
B1887,Hava Yastığı Sürücü Devresi Direnci Düşük veya Birlikte Kısa Devre Yapmış
B1888,Hava Yastığı Yolcu Devresi Direnci Düşük veya Birlikte Kısa Devre Yapmış
B1889,Yolcu Hava Yastığı Devre Dışı Modülü Sensörü Engellendi
B1890,PAD Uyarı Lambası Devresi Aküye Kısa Devre
B1891,Hava Yastığı Ton Uyarı Göstergesi Devresi Aküye Kısa Devre
B1892,Hava Yastığı Ton Uyarı Göstergesi Devre Arızası
B1893,GPS Anteni Açık Devre
B1894,Silecek Arka Motor Hız Algılama Devre Arızası
B1897,Korna Anahtarı Devre Arızası
B1898,Zil Girişi #2 Devresi Şasiye Kısa Devre
B1899,Mikrofon Giriş Sinyali Devresi Açık
B1900,Sürücü Tarafı Hava Yastığı Arızası
B1901,Hava Yastığı Çarpma Sensörü #1 Besleme/Dönüş Devresi Şasiye Kısa Devre
B1902,Hava Yastığı Çarpma Sensörü #1 Topraklama Devresi Arızası
B1903,Hava Yastığı Çarpma Sensörü #1 Şasi Devresi Aküye Kısa Devre
B1904,Hava Yastığı Çarpma Sensörü #2 Besleme/Dönüş Devresi Arızası
B1905,Hava Yastığı Çarpma Sensörü #2 Besleme/Dönüş Devresi Aküye Kısa Devre
B1906,Hava Yastığı Çarpma Sensörü #2 Besleme/Dönüş Devresi Şasiye Kısa Devre
B1907,Hava Yastığı Çarpma Sensörü #2 Topraklama Devresi Arızası
B1908,Hava Yastığı Çarpma Sensörü #2 Şasi Devresi Aküye Kısa Devre
B1909,Hava Yastığı Çarpma Sensörü #2 Şasi Devresi Şasiye Kısa Devre
B1910,Hava Yastığı Diyagnostik Monitörü Toprak Devre Arızası
B1911,Hava Yastığı Diyagnostik Monitör Şasi Devresi Aküye Kısa Devre
B1912,Hava Yastığı Diyagnostik Monitör Şasi Devresi Şasiye Kısa Devre
B1913,Hava Yastığı Sürücü/Yolcu Devresi Şasiye Kısa Devre
B1914,Hava Yastığı Çarpma Sensörleri #1 / #2 Devresi Şasiye Kısa Devre
B1915,Hava Yastığı Sürücüsü Devre Arızası
B1916,Hava Yastığı Sürücü Devresi Aküye Kısa Devre
B1917,Hava Yastığı Hafızasını Silme Devre Arızası
B1918,Hava Yastığı Hafızasını Temizleme Devresi Açık
B1919,Hava Yastığı Hafızası Silme Devresi Aküye Kısa Devre
B1920,Hava Yastığı Yolcu Devre Arızası
B1921,Hava Yastığı Diyagnostik Monitörü Topraklama Devresi Açık
B1922,Hava Yastığı Emniyet Sensörü Çıkış Devresi Aküye Kısa Devre
B1923,Hava Yastığı Belleği Silme Devresi Şasiye Kısa Devre
B1924,Hava Yastığı Dahili Diyagnostik Monitör Arızası veya Sistem Devre Dışı Bırakma Arızası
B1925,Yolcu Hava Yastığı Devresi Aküye Kısa Devre
B1926,Hava Yastığı Yolcu Basınç Anahtarı Devre Arızası
B1927,Yolcu Yan Hava Yastığı Arızası
B1928,Hava Yastığı Koruma Sensörü Çıkış Devresi Arızası
B1929,Hava Yastığı Emniyet Sensörü Çıkış Devresi Açık
B1930,Hava Yastığı Emniyet Sensörü Çıkış Devresi Şasiye Kısa Devre
B1931,Hava Yastığı Çarpma Sensörü #1 Besleme/Dönüş Devresi Arızası
B1932,Hava Yastığı Sürücü Devresi Açık
B1933,Hava Yastığı Yolcu Devresi Açık
B1934,Hava Yastığı Sürücüsü Şişirme Devresi Direnci Squib'de Düşük
B1935,Hava Yastığı Yolcu Şişirme Devresi Direnci Şöminede Düşük
B1936,Hava Yastığı Sürücü Devresi Şasiye Kısa Devre
B1937,Hava Yastığı Yolcu Basınç Anahtarı Devresi Açık
B1938,Hava Yastığı Yolcu Devresi Şasiye Kısa Devre
B1939,Hava Yastığı Yolcu Basınç Anahtarı Devresi Şasiye Kısa Devre
B1941,Hava Yastığı Çarpma Sensörü #1 Besleme/Dönüş Devresi Açık
B1942,Hava Yastığı Çarpma Sensörü #2 Besleme/Dönüş Devresi Açık
B1943,Hava Yastığı Çarpma Sensörü #1 Şasi Devresi Şasiye Kısa Devre
B1944,Hava Yastığı Çarpma Sensörü #1 Şasi Devresi Açık
B1945,Hava Yastığı Çarpma Sensörü #2 Şasi Devresi Açık
B1946,İklim Kontrolü Klima Sonrası Evaporatör Sensör Devresi Arızası
B1947,İklim Kontrolü Klima Sonrası Evaporatör Sensör Devresi Şasiye Kısa Devre
B1948,İklim Kontrolü Su Sıcaklığı Sensörü Devre Arızası
B1949,İklim Kontrolü Su Sıcaklığı Sensörü Devresi Şasiye Kısa Devre
B1950,Koltuk Arka Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Arızası
B1951,Koltuk Arka Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Açık
B1952,Koltuk Arka Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Aküye Kısa Devre
B1953,Koltuk Arka Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Şasiye Kısa Devre
B1954,Koltuk Önü Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Arızası
B1955,Koltuk Önü Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Açık
B1956,Koltuk Önü Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Aküye Kısa Devre
B1957,Koltuk Önü Yukarı/Aşağı Potansiyometre Geri Besleme Devresi Şasiye Kısa Devre
B1958,Koltuk Yatırma İleri/Geri Potansiyometre Geri Besleme Devre Arızası
B1959,Koltuk Yatırma İleri/Geri Potansiyometre Geri Besleme Devresi Açık
B1960,Koltuk Yatırma İleri/Geri Potansiyometre Geri Besleme Devresi Aküye Kısa Devre
B1961,Koltuk Yatırma İleri/Geri Potansiyometre Geri Besleme Devresi Şasiye Kısa Devre
B1962,Koltuk Yatay İleri/Geri Potansiyometre Geri Besleme Devresi Arızası
B1963,Koltuk Yatay İleri/Geri Potansiyometre Geri Besleme Devresi Açık
B1964,Koltuk Yatay İleri/Geri Potansiyometre Geri Besleme Devresi Aküye Kısa Devre
B1965,Koltuk Yatay İleri/Geri Potansiyometre Geri Besleme Devresi Şasiye Kısa Devre
B1966,Klima Sonrası Isıtıcı Sensör Devresi Arızası
B1967,Klima Sonrası Isıtıcı Sensör Devresi Şasiye Kısa Devre
B1968,Klima Su Pompası Algılama Devre Arızası
B1969,Klima Debriyaj Manyetik Kontrol Devresi Arızası
B1970,Yolcu Koltuğu Arkası İleri Anahtar Devresi Şasiye Kısa Devre
B1971,Yolcu Koltuğu Arkası Arka Anahtar Devresi Şasiye Kısa Devre
B1972,Yolcu Arka Koltuk Yukarı Anahtarı Devresi Aküye Kısa Devre
B1973,Yolcu Arka Koltuk Aşağı Anahtarı Devresi Aküye Kısa Devre
B1979,Yolcu Koltuğu Arka Anahtar Devresi Aküye Kısa Devre
B1980,Ampul - Kesinti Durumu Algılandı
B1981,Bellek Kapatma Anahtarı Devresi Aküye Kısa Devre
B1984,Koltuk Anahtarı Bel Şişirme Devresi Arızası
B1985,Koltuk Anahtarı Bel Söndürme Devresi Arızası
B1987,Pedal İleri/Geri Motor Durdu
B1988,Pedal Pozisyonu İleri Anahtar Devresi Aküye Kısa Devre
B1989,Pedal Konumu Arka Anahtar Devresi Aküye Kısa Devre
B1990,Pedal İleri / Geri Potansiyometre Geri Besleme Devresi Arızası
B1991,Pedal İleri / Geri Potansiyometre Geri Besleme Devresi Aküye Kısa Devre
B1992,Sürücü Tarafı
B1993,Sürücü Tarafı
B1994,Sürücü Tarafı
B1995,Sürücü Tarafı
B1996,Yolcu Tarafı
B1997,Yolcu Tarafı
B1998,Yolcu Tarafı
B1999,Yolcu Tarafı
B2100,Kapı Sürücüsü Anahtar Silindir Anahtarı Arızası
B2101,Baş Dayanağı Anahtarı Devre Arızası
B2102,Anten Devresi Şasiye Kısa Devre
B2103,Anten Bağlı Değil
B2104,Kapı Yolcu Anahtarı Silindir Şalteri Arızası
B2105,Gaz Kelebeği Konumu Girişi Aralık Dışında Düşük
B2106,Gaz Kelebeği Konumu Girişi Aralık Dışında Yüksek
B2107,Ön Silecek Motoru Rölesi Devresi Vbatt'a Kısa Devre
B2108,Gövde Anahtarı Silindir Şalteri Arızası
B2109,Isıtmalı Rüzgar Kalkanı Rölesi Vbatt'a Kısa Devre (Arıza 2/6/97'den değiştirildi)
B2110,Ön Silecek Motoru Rölesi Devresi Açık (Arıza 2/6/97'den değiştirildi)
B2111,Tüm Kapı Kilidi Girişleri Şasiye Kısa Devre
B2112,Kapı Sürücü Seti Anahtarı Sıkışmış Arızası
B2113,Isıtmalı Ön Cam Girişi Şasiye Kısa Devre
B2114,Ön Yıkayıcı Girişi Şasiye Kısa Devre
B2115,Arka Yıkayıcı Girişi Şasiye Kısa Devre
B2116,Kapı Sürücüsü Sıfırlama Anahtarı Sıkışmış Arıza
B2117,Sürücü Tarafı
B2118,Yolcu Tarafı
B2119,Kompresör Arızası
B2120,Kapı Yolcu Seti Anahtarı Sıkışmış Arızası
B2122,Sürücü Tarafı Uydu İletişim Devresi Şasiye Kısa Devre
B2123,Yolcu Tarafı Uydu İletişim Devresi Şasiye Kısa Devre
B2124,Kapı Yolcu Sıfırlama Anahtarı Sıkışmış Arıza
B2128,Merkezi Kilit Motoru Arızası
B2129,Merkezi Kilit Geri Bildirim Arızası
B2130,Çift Kilit Zaman Aşımı Arızası
B2131,Çift Kilit Geri Besleme Arızası
B2132,Dimmer Anahtarı Devresi Gnd'ye Kısa Devre
B2133,Fren Motoru Uyarı Lambası Devre Arızası
B2134,Fren Motoru Uyarı Lambası Devresi Vbatt'a Kısa Devre
B2135,Park Freni Uygulandı Uyarı Lambası Devre Arızası
B2136,Park Freni Uygulandı Uyarı Lambası Devresi Aküye Kısa Devre
B2139,Veri Uyuşmazlığı (alınan veriler beklenenle eşleşmiyor)
B2141,NVM Yapılandırma Hatası
B2142,NVM TIC Arızası
B2143,NVM Bellek Arızası
B2144,NVM Alarm Veri Arızası
B2145,NVM RF HR Arızası
B2146,Koltuk Yatırma Motoru Konumu Aralık Dışında
B2148,PWM Giriş Devresi Arızası
B2149,Koltuk Ön Dikey Motor Konumu Aralık Dışında
B2150,Güç Kaynağı #1 Devresi Şasiye Kısa Devre
B2151,Güç Kaynağı #2 Devresi Şasiye Kısa Devre
B2152,Koltuk Arka Dikey Motor Konumu Aralık Dışında
B2153,Arka Yankı Sensörü Devre Arızası
B2154,Ön Yankı Sensörü Devre Arızası
B2155,Koltuk Yatay Motor Konumu Aralık Dışında
B2156,Arka Doppler Sensörü Devre Arızası
B2157,Ön Doppler Sensörü Devre Arızası
B2158,Koltuk Yatırma Motoru Hafıza Konumu Aralık Dışında
B2159,Bellek #1 çıkışı Şasiye Kısa Devre
B2160,Bellek #1 çıkışı VBatt'a kısa
B2161,Koltuk Ön Dikey Motor Hafıza Konumu Aralık Dışında
B2162,Veri Uyuşmazlığı #2 (alınan veriler beklenenle eşleşmiyor)
B2163,Debriyaj Konumu Arızası
B2164,Koltuk Arka Dikey Motor Hafıza Konumu Aralık Dışında
B2165,Vites değiştirme konumu Arıza
B2166,Vites seçme konumu Arıza
B2167,Koltuk Yatay Motor Hafıza Konumu Aralık Dışında
B2168,Kilit Açma Durumu onaylanamıyor
B2169,Kilit doğrulanamıyor Durum
B2170,Direksiyon Kolonu Kilit Anahtarı Devre Arızası
B2172,Atalet Anahtarı Giriş Devresi Açık
B2174,Cam Sürücüsü Arka Uzaktan Yukarı Anahtarı Aküye Kısa Devre
B2175,Klima Talep Sinyali Devresi Şasiye Kısa Devre
B2176,Aşırı hız anahtarı devresi Vbatt'a kısa devre
B2177,İç Tarama Sensörü Devre Arızası
B2178,Cam Sürücüsü Arka Uzaktan Aşağı Anahtarı Aküye Kısa Devre
B2179,"Ön Silecek Seçme Anahtarı ""A"" Şasiye Kısa Devre"
B2180,"Ön Silecek Seçme Anahtarı ""B"" Şasiye Kısa Devre"
B2181,"Ön Silecek Seçme Anahtarı ""C"" Şasiye Kısa Devre"
B2182,Cam Yolcu Ön Uzaktan Kumanda Anahtarı Aküye Kısa Devre
B2183,"Ön Silecek Seçme Anahtarı ""H"" Şasiye Kısa Devre"
B2184,"Ön Silecek Seçim Anahtarı ""W"" Şasiye Kısa Devre"
B2185,"Arka Silecek Seçme Anahtarı ""D"" Şasiye Kısa Devre"
B2186,Cam Yolcu Ön Uzaktan Aşağı Anahtarı Aküye Kısa Devre
B2187,"Arka Silecek Seçme Anahtarı ""B"" Şasiye Kısa Devre"
B2188,"Arka Silecek Seçme Anahtarı ""E"" Şasiye Kısa Devre"
B2190,Yolcu Camı Arka Uzaktan Kumanda Anahtarı Aküye Kısa Devre
B2194,Yolcu Camı Arka Uzaktan Aşağı Anahtarı Aküye Kısa Devre
B2195,Sürücü Camı Yukarı / Aşağı Güç Devresi Şasiye Kısa Devre
B2196,Yolcu Camı Yukarı/Aşağı Güç Devresi Şasiye Kısa Devre
B2197,TV Modülü Hatası
B2198,TrafficMaster Modülü Hatası
B2199,VICS Modülü Hatası
B2200,TV Modülüyle İletişim Yok (TV Takılmıyor)
B2201,Traffic MasterModule ile İletişim Yok
B2202,VICS Modülüyle İletişim Yok (VICS Takılmıyor)
B2203,CD-ROM Hatası
B2204,GPS Anten Bağlantısı Açık veya Kısa
B2205,GPS Alıcı Hatası
B2206,Jiroskop Hatası
B2207,ECU ROM Sağlama Toplamı Hatası
B2208,Ekrana İletişim Bağlantısı ve Anahtar Modülü Hatası
B2209,İç Lamba Geçersiz Kılma Anahtarı Açık Devre
B2210,İç Lamba Geçersiz Kılma Anahtarı Şasiye Kısa Devre
B2211,Düşük Soğutma Sıvısı Lambası Çıkış Devresi Aküye Kısa Devre
B2214,Yolcu Camı Ön Yukarı Anahtarı Aküye Kısa Devre
B2215,Cam Yolcu Ön Aşağı Anahtarı Aküye Kısa Devre
B2219,Pencere Sürücüsü Ön Akım Geri Beslemesi Aşıldı
B2220,Pencere Sürücüsü Arka Akım Geri Beslemesi Aşıldı
B2221,Pencere Yolcu Önü Akım Geri Beslemesi Aşıldı
B2222,Cam Yolcu Arka Akım Geri Beslemesi Aşıldı
B2223,Ayna Sürücüsü Sürücü Devresi Arızası
B2224,Ayna Yolcu Tahrik Devresi Arızası
B2225,Ön Çarpma Sensörü Montaj Arızası
B2226,Ön Çarpışma Sensörü Dahili Arızası
B2227,Ön Çarpışma Sensörü Sürücüsü İletişim Arızası
B2228,Hava Yastığı Sürücü Devresi Şasiye Kısa Devre - Döngü #2
B2229,Hava Yastığı Yolcu Devresi Şasiye Kısa Devre - Döngü #2
B2230,Hava Yastığı Sürücü Devresi Aküye Kısa Devre - Döngü #2
B2231,Yolcu Hava Yastığı Devresi Aküye Kısa Devre - Döngü #2
B2232,Hava Yastığı Sürücü Devresi Açık - Döngü #2
B2233,Hava Yastığı Yolcu Devresi Açık - Döngü #2
B2234,Hava Yastığı Sürücüsü Şişirme Devresi Direnci Şöminede Düşük - Döngü #2
B2235,Hava Yastığı Yolcu Şişirme Devresi
B2236,Zayıf veya Arızalı Elektrikli Araç Akü Modülü Arızası
B2237,VSS Mevcutken Park Etmeyi Gösteren Araç Sinyali
B2238,Elektrikli Kayar Kapının Güç Kablosu Kırık
B2239,Arka Kargo Kapı Seti Anahtarı Sıkışmış (Toprağa Kısa Devre)
B2240,Arka Kargo Kapısı Sıfırlama Anahtarı Sıkışmış (Toprağa Kısa Devre)
B2241,Arka Kargo Kapısı Kilit Devresi Şasiye Kısa Devre
B2242,Arka Kargo Kapısı Kilit Açma Devresi Açık
B2243,Sürücü Arka Kapı Aralık Devresi Açık
B2244,Sürücü Kayar Kapı Aralık Devresi GND'ye Kısa Devre
B2245,Yolcu Arka Kapısı Aralık Devresi Açık
B2246,Yolcu Kayar Kapı Aralık Devresi GND'ye Kısa Devre
B2247,EV Akü Paketi Sıcaklık Arızası
B2248,Isıtmalı Ön Cam Röle Bobini Devre Arızası
B2249,Ön Far Röle Bobini Aküye Kısa Devre
B2250,Tüm Kapıların Kilidini Açma Rölesi Devre Arızası
B2251,Park Lambası Çıkış Rölesi Sürücü Devresi Arızası
B2252,Park Lambası Çıkış Rölesi Yönlendiricisi Aküye Kısa Devre
B2300,Koltuk Sürücüsü Hafıza Konumu Hatası
B2301,Koltuk Yolcu Hafıza Konumu Hatası
B2302,Koltuk Kafalığı Geri Besleme Potansiyometresi Devre Arızası
B2303,Koltuk Kafalığı Geri Besleme Potansiyometresi Devresi Açık
B2304,Koltuk Kafalığı Geri Besleme Potansiyometresi Devresi Aküye Kısa Devre
B2305,Koltuk Kafalığı Geri Besleme Potansiyometresi Devresi Şasiye Kısa Devre
B2306,Koltuk Kafalığı Motoru Durdu
B2310,Ayna Sürücüsü Bellek Konumu Hatası
B2311,Ayna Yolcu Hafızası Pozisyon Hatası
B2312,Yolcu Aynası Yatay Geri Besleme Potansiyometresi Devre Arızası
B2313,Yolcu Aynası Yatay Geri Besleme Potansiyometresi Devresi Açık
B2314,Yolcu Aynası Yatay Geri Besleme Potansiyometresi Devresi Aküye Kısa Devre
B2315,Yolcu Aynası Yatay Geri Besleme Potansiyometresi Devresi Şasiye Kısa Devre
B2316,Yolcu Aynası Dikey Geri Besleme Potansiyometresi Devre Arızası
B2317,Yolcu Aynası Dikey Geri Besleme Potansiyometresi Devresi Açık
B2318,Yolcu Aynası Dikey Geri Besleme Potansiyometresi Devresi Aküye Kısa Devre
B2319,Yolcu Aynası Dikey Geri Besleme Potansiyometresi Devresi Şasiye Kısa Devre
B2320,Ayna Sürücüsü Yatay Geri Besleme Potansiyometresi Devre Arızası
B2321,Ayna Sürücüsü Yatay Geri Besleme Potansiyometresi Devresi Açık
B2322,Ayna Sürücüsü Yatay Geri Besleme Potansiyometresi Devresi Aküye Kısa Devre
B2323,Ayna Sürücüsü Yatay Geri Besleme Potansiyometresi Devresi Şasiye Kısa Devre
B2324,Ayna Sürücüsü Dikey Geri Besleme Potansiyometresi Devre Arızası
B2325,Ayna Sürücüsü Dikey Geri Besleme Potansiyometresi Devresi Açık
B2326,Ayna Sürücüsü Dikey Geri Besleme Potansiyometresi Devresi Aküye Kısa Devre
B2327,Ayna Sürücüsü Dikey Geri Besleme Potansiyometresi Devresi Şasiye Kısa Devre
B2328,Kolon Ulaşma Geri Besleme Potansiyometresi Devre Arızası
B2329,Sütun Uzanma Geri Besleme Potansiyometresi Devresi Açık
B2330,Kolon Uzanma Geri Besleme Potansiyometresi Devresi Aküye Kısa Devre
B2331,Kolon Uzanma Geri Besleme Potansiyometresi Devresi Şasiye Kısa Devre
B2332,Kolon Eğim Geri Besleme Potansiyometresi Devre Arızası
B2333,Kolon Eğim Geri Besleme Potansiyometresi Devresi Açık
B2334,Kolon Eğim Geri Besleme Potansiyometresi Devresi Aküye Kısa Devre
B2335,Kolon Eğim Geri Besleme Potansiyometresi Devresi Şasiye Kısa Devre
B2336,Ayna Anahtarı Komplesi Devre Arızası
B2337,Ayna Anahtarı Komplesi Devresi Açık
B2338,Ayna Anahtarı Komplesi Devresi Aküye Kısa Devre
B2339,Ayna Anahtarı Komplesi Devresi Şasiye Kısa Devre
B2340,Sütun Uzanma Motoru Durdu
B2341,Sütun Eğim Motoru Durdu
B2342,Koltuk Anahtarı Referans Gerilimi Pozitif Ortak Açık Devre
B2343,Koltuk Anahtarı Referans Gerilimi Pozitif Ortak Besleme Alçak Gerilim
B2344,Koltuk Anahtarı Referans Gerilimi Pozitif Ortak Besleme Gerilimi Arızası
B2345,Koltuk Anahtarı Referans Gerilimi Negatif Ortak Açık Devre
B2346,Ayna Anahtarı Referans Gerilimi Pozitif Ortak Açık Devre
B2347,Ayna Anahtarı Referans Gerilimi Pozitif Ortak Besleme Alçak Gerilim
B2348,Ayna Anahtarı Referans Gerilimi Pozitif Ortak Besleme Gerilimi Arızası
B2349,Ayna Anahtarı Referans Gerilimi Negatif Ortak Açık Devre
B2350,Direksiyon Kolonu Anahtar Devresi Aküye Kısa Devre
B2351,Direksiyon Kolonu Anahtarı Devre Arızası
B2352,Sürücü Belleği Güç Anahtarı Gösterge Devresi Aküye Kısa Devre
B2353,Sürücü Aynası Elektrikli Sürücü Devresi Kısa Şasi
B2354,Sürücü Aynası Yatay / Dikey Geri Besleme Potansiyometresi Devresi Açık
B2355,Yolcu Aynası Yatay / Dikey Geri Besleme Potansiyometresi Devresi Açık
B2357,Sürücü Camı Aşağı Akım Algılama Düşük Devre Arızası
B2362,Uzaktan Açma/Kapama sinyali Devresi Şasiye Kısa Devre
B2363,Optik Sensör Sistemi Arızası
B2364,Yakıt Doldurma Kapısı Devresi Açık
B2365,B Sütunu Elektrikli Kayar Kapı Açma/Kapama Anahtarı Giriş Ckt Gnd'ye Kısa
B2366,IP Güç Kayar Kapı Açma/Kapama anahtarı Ckt Gnd'ye kısa
B2367,Elektrikli Kayar Kapı Geçersiz Kılma Anahtarı Giriş Ckt'si Gnd'ye Kısa
B2368,Direksiyon Kolonu Anahtar Devresi Aralık Dışında
B2369,Zil ÇIKIŞI Talebi Ckt Şasiye Kısa Devre
B2373,LED #1 Devresi Aküye Kısa Devre
B2374,Güç Kaydırmalı Kilit (Mandal) Devre Arızası
B2380,Isıtıcı Soğutma Suyu Sıcaklık sensörü devresi GND'ye kısa devre
B2381,Isıtıcı Soğutucu Sıcaklık sensörü devresi Açık
B2384,Ses Ters Yardımı Sessiz Giriş Ckt Arızası
B2385,Sesli Navigasyon Sessiz Giriş Ckt Arızası
B2401,Ses Kaset Destesi Mekanizması Arızası
B2402,Ses CD/DJ Termal Kapatma Arızası
B2403,Ses CD'si/DJ Dahili Arızası
